GENDER,MARITAL_STATUS,LOANTYPE,PAYMENT_TYPE,APPLY_TERM_TIME,AGE,MONTHLY_INCOME_WHITHOUT_TAX,GAGE_TOTLE_PRICE,APPLY_AMOUNT,APPLY_INTEREST_RATE,Label
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,36,6000.0,1053353.34,150000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,36,12800.0,584904.0,460000.0,6.6555,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,36,20000.0,831103.0,660000.0,6.12,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,36,10000.0,707246.0,490000.0,6.0435,1
Female,Unknown,Frist-Hand,Matching_The_Principal_Repayment,120,36,5200.0,744538.73,200000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,36,8000.0,756302.0,310000.0,6.6555,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,36,21000.0,2297652.94,850000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,37,15000.0,1135843.0,900000.0,6.6555,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,37,17000.0,1426521.0,990000.0,6.6555,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,37,25000.0,820777.7,350000.0,5.0489999999999995,0
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,37,13000.0,1674762.75,530000.0,5.0489999999999995,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,37,10000.0,405898.83,170000.0,5.0489999999999995,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,38,6000.0,434476.29,100000.0,5.346,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,38,8000.0,611427.58,265000.0,4.158,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,38,5000.0,825191.8,360000.0,4.158,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,38,11128.0,852107.0,510000.0,6.579,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,38,20000.0,3997280.57,1750000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,38,8000.0,786525.42,330000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,38,20000.0,1281398.76,630000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,38,8000.0,1007402.62,520000.0,4.158,0
Female,Married,Second-Hand,Matching_The_Principal_Repayment,120,38,20000.0,686981.45,290000.0,5.0489999999999995,0
Female,Married,Second-Hand,Matching_The_Principal_Repayment,120,38,50000.0,789800.0,550000.0,5.814,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,38,8000.0,159192.0,120000.0,6.6555,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,38,4000.0,596038.0,150000.0,5.0489999999999995,0
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,38,30000.0,810000.0,560000.0,5.0489999999999995,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,39,6000.0,155766.0,124000.0,5.752999999999999,1
Female,Married,Second-Hand,Matching_The_Principal_Repayment,120,39,10000.0,1127217.38,410000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,39,6000.0,588673.46,240000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,39,13500.0,880707.55,370000.0,4.158,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,39,25000.0,498177.5,210000.0,5.346,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,39,30000.0,658319.0,460000.0,5.8905,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,39,10000.0,2280670.86,630000.0,4.158,0
Male,Divorce,Frist-Hand,Matching_The_Principal_Repayment,120,39,21000.0,869880.0,430000.0,6.6555,1
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,120,39,6000.0,339612.0,230000.0,5.507999999999999,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,39,20000.0,1859639.09,800000.0,4.158,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,39,25000.0,920181.0,730000.0,5.0489999999999995,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,39,6000.0,412484.0,329000.0,6.12,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,10000.0,848514.32,440000.0,5.0489999999999995,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,40,38000.0,400356.0,200000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,10000.0,666094.0,200000.0,6.6555,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,40,10000.0,588707.16,240000.0,5.0489999999999995,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,40,10000.0,1769822.0,1410000.0,5.814,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,40,3800.0,380703.65,120000.0,5.94,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,12000.0,1008400.0,500000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,16000.0,1273328.33,540000.0,4.158,0
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,5000.0,385342.0,260000.0,6.0435,1
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,40,20000.0,1004522.0,700000.0,6.6555,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,41,4500.0,465736.72,100000.0,5.346,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,8500.0,560775.0,390000.0,4.158,1
Male,Married,Second-Hand,Matching_The_Principal_Repayment,120,41,28000.0,448745.0,320000.0,6.426,1
Male,Married,Second-Hand,Matching_The_Principal_Repayment,120,41,28000.0,1225654.67,400000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,20000.0,1021327.01,500000.0,4.158,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,41,29000.0,1880540.08,760000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,10000.0,773149.23,320000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,20000.0,1167387.0,700000.0,5.814,1
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,20000.0,458189.0,360000.0,5.0489999999999995,1
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,120,41,10000.0,444896.0,350000.0,6.6555,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,41,6000.0,485581.0,320000.0,6.6555,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,41,12000.0,2254289.82,830000.0,5.0489999999999995,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,42,6000.0,272921.0,190000.0,5.507999999999999,1
Female,Unknown,Frist-Hand,Matching_The_Principal_Repayment,120,42,8000.0,757596.73,340000.0,4.032,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,42,15000.0,634611.0,500000.0,6.6555,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,15000.0,953352.05,380000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,10000.0,381431.0,200000.0,6.12,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,18000.0,916204.49,350000.0,4.158,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,8500.0,471513.0,300000.0,5.814,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,8500.0,441058.0,280000.0,5.751,1
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,4000.0,977611.0,170000.0,6.6555,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,42,20000.0,1306301.0,910000.0,4.158,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,42,20000.0,968799.0,550000.0,6.6555,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,43,300000.0,1397200.0,1110000.0,6.426,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,43,40000.0,1765654.0,1410000.0,5.0489999999999995,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,43,15000.0,2695672.08,1180000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,43,25000.0,795462.63,340000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,43,12000.0,827258.0,500000.0,6.426,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,43,30000.0,1626050.96,700000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,43,25000.0,2203311.0,1100000.0,5.202000000000001,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,44,5000.0,531593.36,225000.0,5.346,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,44,4000.0,594160.67,180000.0,5.346,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,44,1800.0,371740.0,170000.0,6.0588,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,44,20000.0,2158480.0,1230000.0,5.0489999999999995,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,44,8000.0,968026.0,670000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,44,25000.0,1260000.0,880000.0,5.814,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,44,0.0,784126.0,530000.0,5.814,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,44,8000.0,659880.0,460000.0,6.6555,1
Female,Unknown,Frist-Hand,Matching_The_Principal_Repayment,120,44,5300.0,594477.0,290000.0,6.6555,1
Male,Married,Second-Hand,Matching_The_Principal_Repayment,120,45,10000.0,315600.79,130000.0,5.0489999999999995,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,45,11000.0,726919.75,300000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,46,6500.0,726311.06,290000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,46,70000.0,581277.62,160000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,46,10000.0,2112935.36,400000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,47,10000.0,801900.0,400000.0,6.6555,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,47,11500.0,701343.0,420000.0,6.426,1
Male,Married,Second-Hand,Matching_The_Principal_Repayment,120,47,15000.0,1007556.0,740000.0,5.0489999999999995,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,47,50000.0,2039654.0,1630000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,48,9800.0,1513157.21,650000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,48,8500.0,3010220.09,460000.0,4.158,0
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,48,9000.0,2205515.84,680000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,48,20000.0,447135.0,340000.0,6.0435,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,49,9000.0,790685.0,440000.0,5.814,1
Male,Married,Frist-Hand,Matching_The_Principal_Repayment,120,49,18000.0,1857932.74,600000.0,4.158,0
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,49,18000.0,1331527.93,500000.0,4.158,0
Male,Unknown,Second-Hand,Matching_The_Principal_Repayment,120,49,10000.0,742625.63,210000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,50,10000.0,427348.54,199000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,50,10000.0,168790.0,135000.0,5.0489999999999995,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,51,7300.0,510357.0,135000.0,6.426,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,51,50000.0,1459424.0,1150000.0,4.59,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,51,6900.0,956088.38,390000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,51,10000.0,780630.0,390000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,52,13000.0,154457.0,100000.0,5.0489999999999995,1
Female,Divorce,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,52,5000.0,435607.36,200000.0,5.0489999999999995,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,52,17000.0,177295.0,140000.0,6.12,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,52,12000.0,1573289.54,610000.0,4.896,0
Male,Married,Second-Hand,Matching_The_Principal_Repayment,120,52,8000.0,373000.0,193000.0,5.814,1
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,52,20000.0,815326.0,650000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,53,5500.0,157609.0,120000.0,5.0489999999999995,1
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,53,10000.0,802376.29,290000.0,4.158,0
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,120,54,35000.0,174297.0,121000.0,6.426,1
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,120,54,35000.0,166649.0,133000.0,6.6555,1
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,120,54,35000.0,174097.0,121000.0,6.426,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,54,14000.0,948076.0,600000.0,6.6555,1
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,54,8300.0,817334.21,400000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,54,15000.0,711183.0,490000.0,5.202000000000001,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,54,9000.0,949993.8,400000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,120,55,25000.0,1849946.3,500000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,120,56,27000.0,345680.0,270000.0,6.6555,1
Female,Divorce,Second-Hand,Average_Capital_Plus_Interest_Repayment,120,57,40000.0,639845.0,500000.0,6.6555,1
Male,Single,Second-Hand,Matching_The_Principal_Repayment,120,67,0.0,1257281.0,880000.0,6.6555,1
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,20,5000.0,512561.14,215000.0,5.346,0
Female,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,22,3500.0,325429.21,140000.0,4.158,0
Male,Unknown,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,22,4000.0,503313.76,215000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,22,7000.0,840753.61,400000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,22,8500.0,507105.0,400000.0,5.0489999999999995,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,0.0,1215040.79,560000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,3000.0,1171574.75,490000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,15000.0,369501.0,270000.0,5.202000000000001,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,180,23,4166.666667,710243.0,560000.0,6.6555,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,15000.0,368296.0,290000.0,5.202000000000001,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,4000.0,357330.1,160000.0,4.158,0
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,10000.0,578074.93,280000.0,4.158,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,23,11500.0,862680.71,380000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,24,20000.0,782018.84,350000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,24,5000.0,441398.92,150000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,24,6500.0,432861.0,340000.0,6.6555,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,24,8000.0,1488841.0,500000.0,4.158,0
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,180,24,0.0,698178.23,330000.0,4.158,0
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,180,24,8500.0,975163.52,310000.0,5.0489999999999995,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,25,5500.0,339888.0,270000.0,6.6555,1
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,25,3500.0,424286.18,175000.0,4.158,0
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,25,3000.0,610003.85,265000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,25,8000.0,456529.33,195000.0,5.346,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,25,8500.0,449736.06,195000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,25,6000.0,685369.46,290000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,25,4000.0,667722.2,170000.0,4.158,0
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,180,26,3800.0,155766.0,124000.0,6.12,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,80000.0,548004.0,380000.0,4.158,1
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,26,5000.0,439436.13,180000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,10000.0,986396.07,430000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,12000.0,750871.17,310000.0,4.158,0
Male,Single,Second-Hand,Matching_The_Principal_Repayment,180,26,10000.0,1010928.4,400000.0,4.158,0
Male,Single,Second-Hand,Matching_The_Principal_Repayment,180,26,5000.0,687758.24,265000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,10000.0,1315259.3,570000.0,4.158,0
Male,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,8846.0,825903.4,400000.0,4.158,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,5000.0,749609.88,340000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,5000.0,633645.0,300000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,180,26,10000.0,804101.86,340000.0,4.158,0
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,26,8500.0,651073.0,450000.0,6.6555,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,0.0,249971.36,125000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,6000.0,422355.0,295000.0,6.6555,1
Female,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,3500.0,391474.52,160000.0,4.158,0
Male,Single,Second-Hand,Matching_The_Principal_Repayment,180,27,5000.0,391651.0,270000.0,6.6555,1
Female,Unknown,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,5000.0,507640.38,210000.0,5.346,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,6000.0,336724.0,140000.0,4.158,0
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,6000.0,874546.88,120000.0,4.158,0
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,180,27,6000.0,515700.92,220000.0,4.158,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,3200.0,508716.85,210000.0,5.346,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,7000.0,578991.22,260000.0,5.0489999999999995,0
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,3000.0,378104.0,300000.0,5.0489999999999995,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,10000.0,661296.0,500000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,10000.0,339804.0,260000.0,5.0489999999999995,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,5000.0,267904.0,210000.0,6.122000000000001,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,4000.0,255238.0,200000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,180,27,7000.0,899988.16,380000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,5000.0,392516.0,310000.0,6.426,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,6000.0,1092279.3,330000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,14000.0,534992.0,370000.0,6.6555,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,5500.0,689727.97,270000.0,4.158,0
Female,Unknown,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,27,8500.0,525235.0,420000.0,4.158,1
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,180,27,5000.0,642446.0,240000.0,6.6555,1
Male,Unknown,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,27,4500.0,591855.3,250000.0,5.346,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,5000.0,419058.24,140000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,9800.0,252729.0,176000.0,6.6555,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,7800.0,184702.0,142000.0,5.814,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,5500.0,678936.08,300000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,6200.0,863638.78,430000.0,5.0489999999999995,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,28,7000.0,360693.0,250000.0,6.4278,1
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,28,8000.0,317516.0,180000.0,6.0588,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,6000.0,766184.15,370000.0,4.158,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,6300.0,737047.74,280000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,8000.0,567502.0,450000.0,5.202000000000001,1
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,8000.0,583668.0,460000.0,5.0489999999999995,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,8000.0,653138.57,260000.0,4.158,0
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,4500.0,852466.19,360000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,25000.0,890266.61,470000.0,5.0489999999999995,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,28,6800.0,899813.61,440000.0,4.158,0
Female,Single,Second-Hand,Matching_The_Principal_Repayment,180,28,4000.0,279046.0,110000.0,6.6555,1
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,10000.0,541293.83,220000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,29,11000.0,577581.0,460000.0,5.0489999999999995,1
Female,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,4800.0,462425.82,195000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,5500.0,423450.24,180000.0,4.158,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,6500.0,524898.27,225000.0,5.346,0
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,4800.0,397425.58,170000.0,5.346,0
Female,Unknown,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,10000.0,491617.7,210000.0,4.158,0
Female,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,10000.0,1212480.6,450000.0,4.158,0
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,29,6500.0,559518.0,380000.0,6.6555,1
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,29,7000.0,412480.0,320000.0,4.158,0
Male,Married,Second-Hand,Matching_The_Principal_Repayment,180,29,4800.0,272777.33,105000.0,4.158,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,29,6500.0,741905.12,360000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,180,29,6000.0,388795.0,230000.0,6.6555,1
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,29,6500.0,229235.0,170000.0,6.6555,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,29,8000.0,607922.0,420000.0,4.158,1
Male,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,30,4000.0,161296.0,125000.0,5.0489999999999995,1
Female,Single,Frist-Hand,Matching_The_Principal_Repayment,180,30,3750.0,281063.24,123000.0,5.0489999999999995,0
Male,Single,Frist-Hand,Matching_The_Principal_Repayment,180,30,6600.0,399044.0,319000.0,4.158,0
Male,Single,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,30,5000.0,533836.09,220000.0,5.346,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,30,4500.0,320009.0,160000.0,6.0588,1
Male,Unknown,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,30,9500.0,408678.12,170000.0,5.346,0
Female,Single,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,30,7500.0,751837.0,450000.0,4.158,0
Male,Married,Second-Hand,Average_Capital_Plus_Interest_Repayment,180,30,4000.0,438583.33,160000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,180,30,8000.0,674825.0,390000.0,6.0435,1
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,180,30,8300.0,1267717.07,440000.0,4.158,0
Female,Married,Frist-Hand,Matching_The_Principal_Repayment,180,30,10000.0,1304717.0,850000.0,5.202000000000001,1
Male,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,30,7500.0,1424759.48,670000.0,4.158,0
Female,Married,Frist-Hand,Average_Capital_Plus_Interest_Repayment,180,30,14000.0,846534.32,360000.0,5.0489999999999995,0
